X,Y,NUDBO,MEDDBO,MINDBO,MAXDBO,DEVDBO,LATITUDE,LONGITUDE,OBJECTID,ID,CDESTACAO,ANO,SGUF,ENTIDADE,CORPODAGUA,AMBIENTE
-49.466517,-24.1122899992958,4,3.725,2,7.1,2.291106,-24.11229,-49.466517,175,599,64230500,2021,PR,Águas Paraná,RIO JAGUARICATU,1
-51.48,-24.1099999992958,4,1.925,1.6,2.1,0.221736,-24.11,-51.48,176,600,64652000,2021,PR,ANA,Rio Alonzo,1
-54.25,-24.0666669992968,4,3.275,2,5.1,1.53921,-24.066667,-54.25,177,603,64843000,2021,PR,Águas Paraná,Rio Paraná,1
-52.4164,-24.0652999992968,4,1.75,1.5,2,0.288675,-24.0653,-52.4164,178,604,64671950,2021,PR,Águas Paraná,Rio do Campo,1
-51.6227,-24.0416999992973,4,1.775,1.5,2,0.262996,-24.0417,-51.6227,179,606,64655000,2021,PR,Águas Paraná,Rio Ivaí,1
-49.466667,-24.0330559992975,4,2.175,2,2.6,0.287228,-24.033056,-49.466667,180,607,64231000,2021,PR,Águas Paraná,Rio Itararé,1
-52.266667,-24.0330559992975,4,1.875,1.5,2,0.25,-24.033056,-52.266667,181,608,64671000,2021,PR,Águas Paraná,Rio Mourão,1
-51.95,-24.0166999992979,4,1.8,1.5,2,0.244949,-24.0167,-51.95,182,610,64659000,2021,PR,Águas Paraná,Rio Corumbatai,1
-48.917222,-23.9741669992989,6,2,2,2,0,-23.974167,-48.917222,183,613,TAQR02400,2021,SP,CETESB,Rio Taquari,1
-53.75,-23.9713889992989,4,2,2,2,0,-23.971389,-53.75,184,614,64833000,2021,PR,Águas Paraná,Rio Xambrê,1
-49.583056,-23.966666999299,4,2.075,1.5,2.8,0.537742,-23.966667,-49.583056,185,615,64242000,2021,PR,Águas Paraná,Rio Jaguariaíva,1
-48.6561,-23.9274999992999,5,2,2,2,0,-23.9275,-48.6561,186,621,APIA02600,2021,SP,CETESB,Rio Apiaí-Guaçu,1
-53.133056,-23.9166669993001,4,2.675,2,3,0.471699,-23.916667,-53.133056,187,624,64810000,2021,PR,Águas Paraná,GOIO ERE & FAROL,1
-51.95,-23.8999999993004,4,1.775,1.5,2,0.262996,-23.9,-51.95,188,625,64660500,2021,PR,ANA,Rio Ivaí,1
-48.025556,-23.8883329993007,7,3.428571,2,6,1.812654,-23.888333,-48.025556,189,627,SMIG02800,2021,SP,CETESB,Rio São Miguel Arcanjo,1
-46.6186,-23.8824999993009,10,3,3,3,0,-23.8825,-46.6186,190,629,CURU02800,2021,SP,CETESB,Rio Curucutu,1
-46.804722,-23.8716669993011,10,3,3,3,0,-23.871667,-46.804722,191,631,CIPO00900,2021,SP,CETESB,Ribeirão do Cipó,1
-51.64,-23.8699999993011,4,1.75,1.5,2,0.288675,-23.87,-51.64,192,632,64655400,2021,PR,Águas Paraná,Rio Bom,1
-50.391,-23.8502999993016,4,2,1.5,3,0.707107,-23.8503,-50.391,193,636,64380000,2021,PR,Águas Paraná,RIO LARANJINHA,1
-48.210833,-23.8499999993016,5,2,2,2,0,-23.85,-48.210833,194,637,TURR02800,2021,SP,CETESB,RIO Turvo- UGHRI 14,1
-46.6975,-23.8466999993016,10,,4.15,,42.588509,-23.8467,-46.6975,195,638,RCOL02500,2021,SP,CETESB,Ribeirão Colônia,1
-52.1831,-23.8280999993021,4,1.875,1.5,2,0.25,-23.8281,-52.1831,196,641,64673000,2021,PR,Águas Paraná,Rio Mourão,1
-46.808889,-23.8261109993021,10,3,3,3,0,-23.826111,-46.808889,197,642,EMGU00800,2021,SP,CETESB,Rio Embu-Guaçu,1
-46.8217,-23.8241999993022,10,3,3,3,0,-23.8242,-46.8217,198,643,RYTA00800,2021,SP,CETESB,Ribeirão Santa Rita,1
-47.8531,-23.8193999993022,7,2.142857,2,3,0.377964,-23.8194,-47.8531,199,645,ABAN02800,2021,SP,CETESB,Córrego Água Branca,1
-45.355833,-23.8188889993023,5,3,3,3,0,-23.818889,-45.355833,200,646,TOCA02900,2021,SP,CETESB,Córrego das Tocas,1
-45.365278,-23.8097219993025,5,3,3,3,0,-23.809722,-45.365278,201,649,QLOM02950,2021,SP,CETESB,Rio Quilombo,1
-46.7306,-23.7930999993028,9,33.344444,13.6,53,13.421542,-23.7931,-46.7306,202,651,PARE00600,2021,SP,CETESB,Rio Parelheiros,1
-46.7253,-23.7810999993031,10,22.163,3,83.1,24.075762,-23.7811,-46.7253,203,655,YTAI00900,2021,SP,CETESB,Córrego ITAIM,1
-46.534167,-23.7711109993033,5,3,3,3,0,-23.771111,-46.534167,204,661,RGDE02900,2021,SP,CETESB,Reservatório do Rio Grande,2
-49.95,-23.7666999993034,4,1.875,1.5,2,0.25,-23.7667,-49.95,205,662,64360000,2021,PR,Águas Paraná,Rio das Cinzas,1
-45.416944,-23.7569439993036,8,3,3,3,0,-23.756944,-45.416944,206,666,SAFO00300,2021,SP,CETESB,Rio São Francisco,1
-46.6878,-23.7535999993037,10,48.693,9.23,73.4,23.734224,-23.7536,-46.6878,207,668,REIM02800,2021,SP,CETESB,Córrego Reimberg ou Cocaia,1
-46.7889,-23.7527999993037,10,14.051,5.01,62.1,16.996618,-23.7528,-46.7889,208,669,XPIM00700,2021,SP,CETESB,Córrego do Crispim,1
-46.7153,-23.7468999993038,10,,20.4,,27.429192,-23.7469,-46.7153,209,672,TANQ00900,2021,SP,CETESB,Córrego Tanquinho,1
-46.404444,-23.7461109993039,5,3,3,3,0,-23.746111,-46.404444,210,673,,2021,SP,,,1
-46.3869,-23.7443999993039,9,3,3,3,0,-23.7444,-46.3869,211,674,GADE02800,2021,SP,CETESB,Rio Grande ou Jurubatuba,1
-46.5967,-23.7438999993039,10,,64.9,,40.593876,-23.7439,-46.5967,212,675,ALVE02800,2021,SP,CETESB,Ribeirão dos Alvarengas,1
-46.445556,-23.739721999304,5,5.798,3.03,11.1,3.247533,-23.739722,-46.445556,213,678,RGDE02200,2021,SP,CETESB,Reservatório do Rio Grande,2
-46.7167,-23.7302999993042,10,,55.5,,56.979856,-23.7303,-46.7167,214,679,JOSE00900,2021,SP,CETESB,Córrego São José,1
-46.3758,-23.7280999993043,5,3,3,3,0,-23.7281,-46.3758,215,680,,2021,SP,,,2
-49.553056,-23.7255559993043,6,2,2,2,0,-23.725556,-49.553056,216,681,ITAR02500,2021,SP,CETESB,Rio Itararé,1
-46.7058,-23.7213999993044,10,,34,,55.087684,-23.7214,-46.7058,217,682,EDRA00900,2021,SP,CETESB,Ribeirão das Pedras,1
-46.785278,-23.7205559993044,10,6.482,3,10.2,2.727595,-23.720556,-46.785278,218,683,EMMI02900,2021,SP,CETESB,Rio Embu-Mirim,1
-50.775278,-23.7194439993045,4,2.175,2,2.7,0.35,-23.719444,-50.775278,219,684,64500000,2021,PR,Águas Paraná,Ribeirão do Tigre,1
-46.7061,-23.7177999993045,10,38.44,14.8,86.3,22.797914,-23.7178,-46.7061,220,685,NITO00600,2021,SP,CETESB,Rio Bonito,1
-46.6219,-23.7152999993046,10,,69.3,,70.750799,-23.7153,-46.6219,221,687,GROT02900,2021,SP,CETESB,Ribeirão Grota Funda,1
-46.429167,-23.7144439993046,5,9.018,5,15.9,4.531569,-23.714444,-46.429167,222,688,PIRE02900,2021,SP,CETESB,Ribeirão Pires,1
-46.4189,-23.7082999993047,9,6.37,3.91,12.5,3.229683,-23.7083,-46.4189,223,689,PIRE02800,2021,SP,CETESB,Ribeirão Pires,1
-49.471111,-23.7069439993048,6,2,2,2,0,-23.706944,-49.471111,224,690,VERD02750,2021,SP,CETESB,Rio Verde,1
-45.488889,-23.7024999993048,5,3,3,3,0,-23.7025,-45.488889,225,691,CARO02800,2021,SP,CETESB,Rio Claro - UGRHI 03,1
-45.433611,-23.6997219993049,8,3,3,3,0,-23.699722,-45.433611,226,694,RIJU02900,2021,SP,CETESB,Rio Juqueriquerê,1
-46.7625,-23.695299999305,11,,19.8,,41.969903,-23.6953,-46.7625,227,696,TUPU00900,2021,SP,CETESB,Córrego do ITUPU,1
-46.75,-23.6918999993051,10,,77.6,,38.806878,-23.6919,-46.75,228,698,GVIT00900,2021,SP,CETESB,Córrego Guavirutuba,1
-52.117222,-23.6747219993054,4,1.875,1.5,2,0.25,-23.674722,-52.117222,229,702,64675002,2021,PR,Águas Paraná,Rio Ivaí,1
-47.209722,-23.6580559993058,7,2,2,2,0,-23.658056,-47.209722,230,708,SOBU02800,2021,SP,CETESB,Rio Sorocabuçu,1
-47.3586,-23.6530999993059,7,2.428571,2,3,0.534522,-23.6531,-47.3586,231,711,BPRU02300,2021,SP,CETESB,Braço do Ribeirão Paruru,2
-50.8833,-23.649999999306,4,2.375,1.5,3,0.75,-23.65,-50.8833,232,712,64501000,2021,PR,Águas Paraná,Rio Tibagi,1
-46.197778,-23.649166999306,11,3.076364,3,3.66,0.200961,-23.649167,-46.197778,233,715,JNDI00500,2021,SP,CETESB,Reservatório do Rio Jundiaí - UGRHI 06,2
-47.2225,-23.6486109993061,6,2.666667,2,5,1.21106,-23.648611,-47.2225,234,716,BUNA02900,2021,SP,CETESB,Rio Una - UGHRI 10,1
-46.321389,-23.6344439993063,11,4.75,3,16.8,4.16929,-23.634444,-46.321389,235,722,TAIM00800,2021,SP,CETESB,Rio Taiaçupeba-Mirim,1
-47.188889,-23.6261109993065,7,2.285714,2,4,0.755929,-23.626111,-47.188889,236,724,SOMI02850,2021,SP,CETESB,Rio Sorocamirim,1
-45.376667,-23.6208329993067,5,3,3,3,0,-23.620833,-45.376667,237,725,GUAX02950,2021,SP,CETESB,Rio Guaxinduba,1
-47.598889,-23.6147219993068,7,5.142857,2,16,4.947342,-23.614722,-47.598889,238,727,PORA02700,2021,SP,CETESB,Rio Pirapora,1
-47.397778,-23.6116669993069,7,2.142857,2,3,0.377964,-23.611667,-47.397778,239,729,SOIT02900,2021,SP,CETESB,Reservatório Itupararanga,2
-47.295556,-23.607221999307,5,3,2,4,0.707107,-23.607222,-47.295556,240,731,SOIT02100,2021,SP,CETESB,Reservatório Itupararanga,2
-48.125278,-23.6008329993071,7,6,4,8,1.527525,-23.600833,-48.125278,241,732,PALT04970,2021,SP,CETESB,Ribeirão Ponte Alta,1
-48.494444,-23.5911109993073,9,2,2,2,0,-23.591111,-48.494444,242,740,PARP02100,2021,SP,CETESB,Rio Paranapanema,1
-45.319167,-23.5780559993076,5,3,3,3,0,-23.578056,-45.319167,243,744,COCA02900,2021,SP,CETESB,Rio Cocanha,1
-46.713611,-23.5641669993079,4,38.45,20.8,66.8,22.100603,-23.564167,-46.713611,244,752,JUÇA04900,2021,SP,CETESB,Córrego do Pirajussara,1
-51.030833,-23.560555999308,4,2.075,1.5,2.8,0.537742,-23.560556,-51.030833,245,753,64502000,2021,PR,Águas Paraná,Rio Taquara,1
-48.371944,-23.5569439993081,9,2,2,2,0,-23.556944,-48.371944,246,754,ITAP02800,2021,SP,CETESB,Rio Itapetininga,1
-50.88,-23.5499999993083,4,2,2,2,0,-23.55,-50.88,247,756,64501950,2021,PR,Águas Paraná,Rio São Jerônimo,1
-47.445278,-23.5399999993085,7,3.428571,2,6,1.618347,-23.54,-47.445278,248,760,SORO02050,2021,SP,CETESB,Rio Sorocaba,1
-46.748333,-23.5311109993087,13,42.592308,17.5,74.2,19.936836,-23.531111,-46.748333,249,764,PINH04900,2021,SP,CETESB,Rio Pinheiros,1
-49.8867,-23.4971999993095,4,2,2,2,0,-23.4972,-49.8867,250,775,64365850,2021,PR,Águas Paraná,Rio Jacaré,1
-48.905,-23.4893999993096,6,2.166667,2,3,0.408248,-23.4894,-48.905,251,778,BOIB02950,2021,SP,CETESB,Córr. Boi Branco,1
-48.454444,-23.4858329993097,9,2.777778,2,4,0.666667,-23.485833,-48.454444,252,781,GREI02750,2021,SP,CETESB,Rio Guareí,1
-47.443889,-23.4783329993099,7,7.142857,3,14,3.57904,-23.478333,-47.443889,253,783,SORO02100,2021,SP,CETESB,Rio Sorocaba,1
-51.309444,-23.4652779993102,4,2,2,2,0,-23.465278,-51.309444,254,788,64504450,2021,PR,Águas Paraná,Rio Apertados,1
-50.95,-23.4599999993103,4,2.475,2,3.9,0.95,-23.46,-50.95,255,792,64504210,2021,PR,ANA,Rio Tibagi,1
-50.824167,-23.4391669993107,4,2,2,2,0,-23.439167,-50.824167,256,795,64504100,2021,PR,Águas Paraná,Rio Jataizinho,1
-45.070278,-23.4316669993109,7,3.142857,3,4,0.377964,-23.431667,-45.070278,257,796,GRAN02900,2021,SP,CETESB,Rio Grande - UGRHI 03,1
-45.571389,-23.4183329993112,4,3,3,3,0,-23.418333,-45.571389,258,800,IUNA00950,2021,SP,CETESB,Braço do Rio Paraibuna,2
-47.438889,-23.4149999993113,7,3.857143,3,6,1.214986,-23.415,-47.438889,259,801,JIBU02900,2021,SP,CETESB,Rio Pirajibú,1
-45.057222,-23.4113889993114,5,3,3,3,0,-23.411389,-45.057222,260,803,DAIA02900,2021,SP,CETESB,Rio Indaiá,1
-51.178625,-23.4106509993114,4,5.375,2,15,6.420994,-23.410651,-51.178625,261,804,64504598,2021,PR,IAT,Ribeirão de Três Bocas,1
-47.48,-23.4083329993115,7,6,2,11,2.768875,-23.408333,-47.48,262,805,SORO02200,2021,SP,CETESB,Rio Sorocaba,1
-51.01,-23.3999999993116,4,2,2,2,0,-23.4,-51.01,263,810,64504550,2021,PR,Águas Paraná,Rio Apertados,1
-51.12678,-23.3998999993116,4,5,2,8,2.44949,-23.3999,-51.12678,264,811,64504593,2021,PR,,,2
-47.5911,-23.3985999993116,4,2,2,2,0,-23.3986,-47.5911,265,812,,2021,SP,,,2
-46.658333,-23.3977779993117,21,3.03619,3,3.55,0.126312,-23.397778,-46.658333,266,813,ACLA00500,2021,SP,CETESB,Reservatório Águas Claras,2
-45.119722,-23.3955559993117,8,3,3,3,0,-23.395556,-45.119722,267,814,GRAN00400,2021,SP,CETESB,Rio Grande - UGRHI 03,1
-46.994722,-23.3908329993118,13,22.739231,3.46,64,17.215131,-23.390833,-46.994722,268,816,TIPI04900,2021,SP,CETESB,Reservatório de Pirapora,2
-53.23,-23.3799999993121,4,1.75,1.5,2,0.288675,-23.38,-53.23,269,818,64691150,2021,PR,Águas Paraná,Rio das Antas,1
-45.886667,-23.3755559993122,4,3,3,3,0,-23.375556,-45.886667,270,820,PARB02050,2021,SP,CETESB,Rio Paraíba do Sul,1
-45.899722,-23.3680559993124,8,3,3,3,0,-23.368056,-45.899722,271,821,PARB02100,2021,SP,CETESB,Rio Paraíba do Sul,1
-45.6125,-23.3655559993124,4,3,3,3,0,-23.365556,-45.6125,272,822,INGA00850,2021,SP,CETESB,Braço do Rio Paraitinga,2
-51.1169,-23.3653999993124,4,2.25,2,3,0.5,-23.3654,-51.1169,273,823,64504596,2021,PR,,,2
-47.5783,-23.3630999993124,7,5.571429,2,10,2.636737,-23.3631,-47.5783,274,824,SORO02300,2021,SP,CETESB,Rio Sorocaba,1
-51.196111,-23.3544439993127,4,2,2,2,0,-23.354444,-51.196111,275,825,64504591,2021,PR,Águas Paraná,Ribeirão Cafezal,1
-47.737778,-23.3527779993127,7,2,2,2,0,-23.352778,-47.737778,276,826,SAUI02900,2021,SP,CETESB,Rio Sarapuí,1
-50.15,-23.3499999993128,4,2,2,2,0,-23.35,-50.15,277,827,64362000,2021,PR,Águas Paraná,Rio das Cinzas,1
-46.6625,-23.340277999313,21,3.092381,3,4.94,0.423343,-23.340278,-46.6625,278,829,JQJU00900,2021,SP,CETESB,Reservatório do Juqueri ou Paiva Castro,2
-46.280556,-23.3299999993132,4,3.25,3,4,0.5,-23.33,-46.280556,279,833,JAGI00350,2021,SP,CETESB,Rio Jaguari - UGRHI 02,1
-51.845,-23.3257999993133,4,3.15,2,4.4,1.226105,-23.3258,-51.845,280,834,64541000,2021,PR,Águas Paraná,Rib. Pirapo,1
-52.665278,-23.3244439993133,4,1.825,1.5,2,0.236291,-23.324444,-52.665278,281,835,64685000,2021,PR,Águas Paraná,Rio Ivaí,1
-47.782778,-23.3236109993134,7,27,5,53,17.029386,-23.323611,-47.782778,282,836,TAUI04900,2021,SP,CETESB,Rio Tatuí,1
-47.778889,-23.3191669993134,7,5.428571,3,8,1.618347,-23.319167,-47.778889,283,837,SORO02500,2021,SP,CETESB,Rio Sorocaba,1
-45.972222,-23.3133329993136,4,3,3,3,0,-23.313333,-45.972222,284,838,PARB02200,2021,SP,CETESB,Rio Paraíba do Sul,1
-50.995278,-23.3119439993136,4,5.75,2,12,4.787136,-23.311944,-50.995278,285,839,64506000,2021,PR,Águas Paraná,Rio Tibagi,1
-46.233889,-23.293888999314,8,3,3,3,0,-23.293889,-46.233889,286,840,JAGJ00200,2021,SP,CETESB,Reservatório do Jaguari - UGRHI 02,2
-47.278333,-23.292221999314,7,3.285714,2,5,1.253566,-23.292222,-47.278333,287,841,PGUI02700,2021,SP,CETESB,Ribeirão Pirapitingui,1
-50.9667,-23.2830999993143,4,1.875,1.5,2,0.25,-23.2831,-50.9667,288,842,64508500,2021,PR,Águas Paraná,Rio Congonhas,1
-51.1498,-23.2707999993146,4,4.325,2,7.3,2.342897,-23.2708,-51.1498,289,843,64507150,2021,PR,IAT,Ribeirão Lindóia,2
-49.001111,-23.2608329993148,6,2,2,2,0,-23.260833,-49.001111,290,847,JURU02500,2021,SP,CETESB,Reservatório Jurumirim,2
-50.0764,-23.250799999315,4,2.25,2,3,0.5,-23.2508,-50.0764,291,849,64507100,2021,PR,Águas Paraná,Rio Jacutinga,1
-51.0663,-23.249199999315,4,12.75,12,15,1.5,-23.2492,-51.0663,292,852,64507200,2021,PR,IAT,Ribeirão Lindóia,1
-50.7325,-23.2316999993154,4,2,2,2,0,-23.2317,-50.7325,293,855,64508020,2021,PR,Águas Paraná,Rio Congonhas,1
-47.2911,-23.2099999993159,4,19.5,5,43,17.330128,-23.21,-47.2911,294,860,JUNA03900,2021,SP,CETESB,Rio Jundiaí - UGRHI 05,1
-47.5022,-23.2024999993161,7,3.714286,2,6,1.603567,-23.2025,-47.5022,295,866,AVEC02800,2021,SP,CETESB,Ribeirão Avecuia,1
-53.315556,-23.1994439993162,4,1.775,1.5,2,0.262996,-23.199444,-53.315556,296,868,64693000,2021,PR,Águas Paraná,Rio Ivaí,1
-45.93,-23.1949999993163,4,3,3,3,0,-23.195,-45.93,297,870,PARB02300,2021,SP,CETESB,Rio Paraíba do Sul,1
-46.8694,-23.1935999993163,4,11.5,4,19,7.593857,-23.1936,-46.8694,298,872,JUNA03150,2021,SP,CETESB,Rio Jundiaí - UGRHI 05,1
-45.9158,-23.1882999993164,7,4,3,5,0.816497,-23.1883,-45.9158,299,873,VIDK04900,2021,SP,CETESB,Córrego do Vidoca,1
-45.917778,-23.1877779993164,7,3.428571,3,5,0.786796,-23.187778,-45.917778,300,874,PARB02310,2021,SP,CETESB,Rio Paraíba do Sul,1
-47.796389,-23.1724999993168,7,4.714286,4,6,0.95119,-23.1725,-47.796389,301,877,SORO02700,2021,SP,CETESB,Rio Sorocaba,1
-45.898333,-23.1499999993173,7,3,3,3,0,-23.15,-45.898333,302,881,BUKI02950,2021,SP,CETESB,Rio Buquira,1
-47.0847,-23.1382999993176,4,19.5,9,34,10.472185,-23.1383,-47.0847,303,885,JUNA03200,2021,SP,CETESB,Rio Jundiaí - UGRHI 05,1
-50.203627,-23.1381249993176,4,2,2,2,0,-23.138125,-50.203627,304,886,64369000,2021,PR,IAP,RIO JACARÉZINHO,1
-50.45,-23.0999999993184,4,2.25,2,3,0.5,-23.1,-50.45,305,896,64390001,2021,PR,Águas Paraná,Rio Laranjinha,1
-47.678056,-23.0866669993187,5,7.2,4,13,3.768289,-23.086667,-47.678056,306,899,TIET02400,2021,SP,CETESB,Rio Tietê,1
-50.283056,-23.0830559993188,4,2,2,2,0,-23.083056,-50.283056,307,900,64371000,2021,PR,Águas Paraná,Rio das Cinzas,1
-45.710833,-23.0783329993189,7,3.571429,3,5,0.786796,-23.078333,-45.710833,308,901,PARB02400,2021,SP,CETESB,Rio Paraíba do Sul,1
-50.061389,-23.0505559993195,4,2.4,2,3.6,0.8,-23.050556,-50.061389,309,904,64335500,2021,PR,IAP,RIO ALAMBARI,1
-50.061348,-23.0504969993196,4,6.75,6,7.9,0.925563,-23.050497,-50.061348,310,905,64439500,2021,PR,IAT,Rio Cará - Cará,1
-45.507222,-23.03027799932,6,2.833333,2,3,0.408248,-23.030278,-45.507222,311,909,UNNA02800,2021,SP,CETESB,Rio Una - UGRHI 02,1
-51.75,-23.02999999932,4,2.725,2,3.9,0.914239,-23.03,-51.75,312,910,64546900,2021,PR,ANA,Rio Bandeirantes do Norte,1
-50.885376,-23.0247479993201,4,2.325,2,3,0.471699,-23.024748,-50.885376,313,911,64511000,2021,PR,IAP,RIO CONGONHAS,1
-47.819722,-23.0227779993202,8,3.25,2,6,1.28174,-23.022778,-47.819722,314,913,SORO02900,2021,SP,CETESB,Rio Sorocaba,1
-43.435556,-23.0183329993203,7,,4,,59.246459,-23.018333,-43.435556,315,914,01RJ20MR0361,2021,RJ,INEA,Lagoa de Marapendi,2
-48.128333,-23.0177779993203,6,2.166667,2,3,0.408248,-23.017778,-48.128333,316,915,EIXE02225,2021,SP,CETESB,Rio do Peixe-UGRHI 10,1
-43.303072,-23.0074779993205,7,11.428571,2,24,7.634508,-23.007478,-43.303072,317,917,01RJ20TJ0303,2021,RJ,INEA,Lagoa da Tijuca,2
-43.365833,-23.0066059993205,7,5.485714,2,20,6.499084,-23.006606,-43.365833,318,918,01RJ20MR0369,2021,RJ,INEA,Lagoa de Marapendi,2
-43.31855,-22.9986169993208,7,24.285714,16,40,8.360907,-22.998617,-43.31855,319,921,01RJ20TJ0306,2021,RJ,INEA,Lagoa da Tijuca,2
-48.84,-22.9983329993207,6,2,2,2,0,-22.998333,-48.84,320,922,NOVO02450,2021,SP,CETESB,Rio Novo,1
-49.9075,-22.9983329993207,8,2,2,2,0,-22.998333,-49.9075,321,923,PARP02500,2021,SP,CETESB,Rio Paranapanema,1
-43.301939,-22.988446999321,6,6.2,2.8,10,2.862167,-22.988447,-43.301939,322,929,01RJ20CC0000,2021,RJ,INEA,Rio Cachoeira,1
-48.012778,-22.987777999321,8,7.125,3,24,6.854352,-22.987778,-48.012778,323,930,COCH02850,2021,SP,CETESB,Rio das Conchas,1
-43.414722,-22.987363999321,6,31.333333,12,76,23.922096,-22.987364,-43.414722,324,931,01RJ20MN0240,2021,RJ,INEA,Rio do Marinho,1
-43.381347,-22.9762749993212,7,17.285714,8,29,7.087884,-22.976275,-43.381347,325,940,01RJ20JC0342,2021,RJ,INEA,Lagoa de Jacarepaguá,2
-43.365167,-22.9760719993212,7,19.142857,14,32,6.094494,-22.976072,-43.365167,326,941,01RJ20CM0320,2021,RJ,INEA,Lagoa de Camorim,2
-43.414606,-22.9747579993213,6,13.666667,2,72,28.57738,-22.974758,-43.414606,327,942,01RJ20CM0220,2021,RJ,INEA,Rio Camorim,1
-43.133889,-22.9741669993213,6,3.366667,2,5,1.280104,-22.974167,-43.133889,328,943,02RJ10GN0093,2021,RJ,INEA,Baía de Guanabara,3
-43.379139,-22.9731079993213,6,,40,,26.01538,-22.973108,-43.379139,329,944,01RJ20PV0180,2021,RJ,INEA,Arroio Pavuna,1
-43.046619,-22.9672249993214,6,8.1,2,20,6.240192,-22.967225,-43.046619,330,951,,2021,RJ,,,2
-43.335436,-22.9650309993215,6,50.333333,16,88,27.317882,-22.965031,-43.335436,331,956,01RJ20RT0020,2021,RJ,INEA,Rio Retiro,1
-43.395158,-22.9612329993216,6,,32,,34.074428,-22.961233,-43.395158,332,959,01RJ20PN0480,2021,RJ,INEA,Rio Pavuninha,1
-45.552778,-22.9611109993216,5,3,3,3,0,-22.961111,-45.552778,333,960,PARB02490,2021,SP,CETESB,Rio Paraíba do Sul,1
-43.343394,-22.9575919993217,6,32.916667,5.5,72,27.192677,-22.957592,-43.343394,334,962,01RJ20AN0040,2021,RJ,INEA,Rio do Anil,1
-47.823056,-22.9569439993217,8,10.375,5,17,3.961872,-22.956944,-47.823056,335,964,TIET02450,2021,SP,CETESB,Rio Tietê,1
-43.357744,-22.9547889993217,6,29,10,56,16.958774,-22.954789,-43.357744,336,968,01RJ20FN0100,2021,RJ,INEA,Arroio Fundo,1
-43.357736,-22.9546609993217,6,39.166667,7,84,27.176583,-22.954661,-43.357736,337,969,01RJ20FN0090,2021,RJ,INEA,Arroio Fundo,1
-49.867222,-22.9538889993218,8,2,2,2,0,-22.953889,-49.867222,338,971,PADO02600,2021,SP,CETESB,Rio Pardo - UGRHI 17,1
-43.058408,-22.9501219993219,5,,4,,194.185478,-22.950122,-43.058408,339,976,,2021,RJ,,,2
-43.030117,-22.9487669993219,6,14.333333,2,48,18.435473,-22.948767,-43.030117,340,978,00RJ22VL0350,2021,RJ,INEA,Rio da Vala,1
-43.057611,-22.9487109993219,6,18.733333,2.4,52,18.762374,-22.948711,-43.057611,341,979,00RJ22SA0720,2021,RJ,INEA,Rio Santo Antônio,1
-43.033658,-22.9453889993219,6,10.933333,5.6,28,8.603875,-22.945389,-43.033658,342,983,00RJ22JM0300,2021,RJ,INEA,Rio João Mendes,1
-43.170008,-22.944918999322,7,4.571429,2,12,3.644957,-22.944919,-43.170008,343,984,02RJ10GN0025,2021,RJ,INEA,Baía de Guanabara,3
-51.32,-22.9399999993221,4,2.25,1.5,3.5,0.866025,-22.94,-51.32,344,988,64515920,2021,PR,Águas Paraná,Rio Vermelho,1
-43.382597,-22.9358829993222,6,41,28,68,14.737707,-22.935883,-43.382597,345,993,01RJ20GN0400,2021,RJ,INEA,Rio Guerenguê,1
-43.136389,-22.9358329993222,7,5.171429,2,10.4,3.084215,-22.935833,-43.136389,346,994,02RJ10GN0306,2021,RJ,INEA,Baía de Guanabara,3
-43.12428,-22.9306399993223,8,2,2,2,0,-22.93064,-43.12428,347,1001,BS062,2021,MG,IGAM,Rio Paraíba do Sul,1
-43.133333,-22.9299999993223,7,3.342857,2,6,1.569349,-22.93,-43.133333,348,1002,02RJ10GN0064,2021,RJ,INEA,Baía de Guanabara,3
-43.370936,-22.9259219993224,6,16.4,10,28,6.788225,-22.925922,-43.370936,349,1007,01RJ20GR0140,2021,RJ,INEA,Rio Grande,1
-47.7419,-22.9224999993225,4,2,2,2,0,-22.9225,-47.7419,350,1009,,2021,SP,,,2
-43.113056,-22.9216669993225,7,10.542857,2.4,36,11.584308,-22.921667,-43.113056,351,1011,02RJ10GN0024,2021,RJ,INEA,Baía de Guanabara,3
-43.164492,-22.9204329993225,7,6.257143,2,22,7.243125,-22.920433,-43.164492,352,1013,02RJ10GN0034,2021,RJ,INEA,Baía de Guanabara,3
-43.419072,-22.9182389993226,6,6.3,2,14.4,4.878934,-22.918239,-43.419072,353,1017,01RJ20GR0144,2021,RJ,INEA,Rio Grande,1
-48.4467,-22.9124999993227,5,2.2,2,3,0.447214,-22.9125,-48.4467,354,1026,LAVP03055,2021,SP,CETESB,Ribeirão Lavapés - UGHRI 10,1
-45.470278,-22.9116669993228,5,3.8,3,5,0.83666,-22.911667,-45.470278,355,1029,PARB02530,2021,SP,CETESB,Rio Paraíba do Sul,1
-43.118889,-22.9083329993228,7,5.085714,2,14,4.191829,-22.908333,-43.118889,356,1034,02RJ10GN0047,2021,RJ,INEA,Baía de Guanabara,3
-49.619167,-22.9041669993229,6,2.166667,2,3,0.408248,-22.904167,-49.619167,357,1040,PADO02500,2021,SP,CETESB,Rio Pardo - UGRHI 17,1
-49.9894,-22.8860999993233,7,2,2,2,0,-22.8861,-49.9894,358,1051,NOSG02500,2021,SP,CETESB,Braço do Rio Novo- UGRHI 17,2
