X,Y,NUDBO,MEDDBO,MINDBO,MAXDBO,DEVDBO,LATITUDE,LONGITUDE,OBJECTID,ID,CDESTACAO,ANO,SGUF,ENTIDADE,CORPODAGUA,AMBIENTE
-40.72175,-17.7043299994528,8,2,2,2,0,-17.70433,-40.72175,1120,2369,MU009,2021,MG,IGAM,Rio Mucuri,1
-46.88,-17.6999999994528,8,2,2,2,0,-17.7,-46.88,1121,2370,PB032,2021,MG,IGAM,Rio Paranaíba,1
-46.35461,-17.6637199994538,8,2,2,2,0,-17.66372,-46.35461,1122,2372,PT001,2021,MG,IGAM,Rio da Prata (SF7),1
-46.89944,-17.6267499994548,7,2,2,2,0,-17.62675,-46.89944,1123,2378,PTE011,2021,MG,IGAM,Ribeirão Arrenegado,1
-41.49208,-17.5950599994557,8,2,2,2,0,-17.59506,-41.49208,1124,2384,MU014,2021,MG,IGAM,Rio Mucuri,1
-44.71483,-17.5934999994557,24,2.779167,2,5.3,0.995197,-17.5935,-44.71483,1125,2385,BV148,2021,MG,IGAM,Rio das Velhas,1
-43.52,-17.5599999994566,8,2,2,2,0,-17.56,-43.52,1126,2386,JE026,2021,MG,IGAM,Rio Jequitinhonha,1
-39.22361,-17.5339999994573,4,5.25,3,12,4.5,-17.534,-39.22361,1127,2389,PIJALB900,2021,BA,INEMA,Alcobaça,1
-39.645667,-17.5132499994579,6,5,3,10,2.75681,-17.51325,-39.645667,1128,2391,PIJALB500,2021,BA,INGÁ,Alcobaça,1
-44.72,-17.509999999458,24,2,2,2,0,-17.51,-44.72,1129,2393,BPE8,2021,MG,IGAM,Represa de Três Marias,2
-39.427361,-17.5053609994581,4,4.25,3,8,2.5,-17.505361,-39.427361,1130,2395,PIJALB700,2021,BA,INGÁ,Alcobaça,1
-46.60239,-17.5028599994582,8,2,2,2,0,-17.50286,-46.60239,1131,2396,PTE015,2021,MG,IGAM,Rio Escuro,1
-46.57056,-17.5011099994582,8,2,2,2,0,-17.50111,-46.57056,1132,2398,PT003,2021,MG,IGAM,Rio Paracatu,1
-41.31222,-17.4944399994584,8,2,2,2,0,-17.49444,-41.31222,1133,2400,MU001,2021,MG,IGAM,Rio Mucuri,1
-41.23772,-17.4919399994585,7,2,2,2,0,-17.49194,-41.23772,1134,2401,MU005,2021,MG,IGAM,Rio Mucuri,1
-46.79931,-17.4775799994588,8,2,2,2,0,-17.47758,-46.79931,1135,2403,PTE013,2021,MG,IGAM,Ribeirão Escurinho,1
-42.73003,-17.4633599994593,8,2,2,2,0,-17.46336,-42.73003,1136,2404,JE012,2021,MG,IGAM,Rio Itamarandiba,1
-44.68,-17.4599999994593,5,2.14,2,2.7,0.31305,-17.46,-44.68,1137,2405,BV159,2021,MG,IGAM,Ribeirão da Corrente,1
-47.34506,-17.4456399994597,8,2,2,2,0,-17.44564,-47.34506,1138,2407,PB036,2021,MG,IGAM,Ribeirão da Batalha,1
-43.57,-17.4299999994601,8,2,2,2,0,-17.43,-43.57,1139,2408,JE034,2021,MG,IGAM,Ribeirão da Areia,1
-41.23833,-17.4016699994609,8,2,2,2,0,-17.40167,-41.23833,1140,2409,MU003,2021,MG,IGAM,Ribeirão Marambaia,1
-46.54,-17.3999999994609,4,2,2,2,0,-17.4,-46.54,1141,2410,,2021,MG,,,2
-41.57953,-17.3772199994616,8,2,2,2,0,-17.37722,-41.57953,1142,2412,MU002,2021,MG,IGAM,Rio Preto (MU1),1
-40.21556,-17.3769999994616,5,4.8,3,12,4.024922,-17.377,-40.21556,1143,2413,PIJALB230,2021,BA,INEMA,Alcobaça,1
-40.23075,-17.3730559994617,5,4.6,3,11,3.577709,-17.373056,-40.23075,1144,2414,PIJALB200,2021,BA,INEMA,Alcobaça,1
-45.5315,-17.3507199994623,8,2,2,2,0,-17.35072,-45.5315,1145,2420,PT011,2021,MG,IGAM,Rio do Sono,1
-39.253333,-17.3108329994634,4,5,3,11,4,-17.310833,-39.253333,1146,2427,PIJJUC900,2021,BA,INEMA,Jucuruçu,1
-46.77094,-17.3044699994635,8,2,2,2,0,-17.30447,-46.77094,1147,2428,PT005,2021,MG,IGAM,Córrego Rico,1
-44.93006,-17.2972199994637,8,2,2,2,0,-17.29722,-44.93006,1148,2432,SF019,2021,MG,IGAM,Rio São Francisco (SF),1
-42.82033,-17.285999999464,8,2,2,2,0,-17.286,-42.82033,1149,2433,JE013,2021,MG,IGAM,Rio Araçuaí,1
-46.47389,-17.2552799994649,7,2,2,2,0,-17.25528,-46.47389,1150,2437,SFH11,2021,MG,IGAM,Rio Paracatu,1
-40.56928,-17.2526899994649,8,2,2,2,0,-17.25269,-40.56928,1151,2438,IN001,2021,MG,IGAM,Rio Itanhém,1
-40.57031,-17.251999999465,4,5.5,3,13,5,-17.252,-40.57031,1152,2439,PIJALB050,2021,BA,INEMA,Alcobaça,1
-39.621417,-17.247916999465,6,4.333333,3,10,2.804758,-17.247917,-39.621417,1153,2440,PIJJUS400,2021,BA,INGÁ,Jucuruçu-Braço Sul,1
-43.08144,-17.2435299994652,8,2,2,2,0,-17.24353,-43.08144,1154,2441,JE005,2021,MG,IGAM,Rio Jequitinhonha,1
-46.86683,-17.2403099994653,8,2.2,2,3.6,0.565685,-17.24031,-46.86683,1155,2442,PTE023,2021,MG,IGAM,Córrego Rico,1
-42.59636,-17.2197799994658,8,2.125,2,3,0.353553,-17.21978,-42.59636,1156,2443,JE014,2021,MG,IGAM,Rio Fanado,1
-44.47,-17.2099999994661,8,2,2,2,0,-17.21,-44.47,1157,2444,SFC005,2021,MG,IGAM,Rio Jequitaí,1
-44.81308,-17.2065299994662,24,2.591667,2,5.4,1.037102,-17.20653,-44.81308,1158,2445,BV149,2021,MG,IGAM,Rio das Velhas,1
-45.90275,-17.1998599994664,8,2,2,2,0,-17.19986,-45.90275,1159,2449,PT010,2021,MG,IGAM,Rio Caatinga,1
-44.98,-17.1799999994669,24,2,2,2,0,-17.18,-44.98,1160,2451,BPE6,2021,MG,IGAM,Represa de Três Marias,2
-46.82,-17.139999999468,4,2,2,2,0,-17.14,-46.82,1161,2455,,2021,MG,,,2
-43.23,-17.1299999994683,23,2.156522,2,3.5,0.42085,-17.13,-43.23,1162,2461,BPE9,2021,MG,IGAM,Córrego dos Gomes,1
-46.76653,-17.1205299994685,8,2.025,2,2.2,0.070711,-17.12053,-46.76653,1163,2464,PTE029,2021,MG,IGAM,Ribeirão São Pedro (SF7),1
-43.83,-17.0899999994693,8,18.3125,2,89,28.839578,-17.09,-43.83,1164,2470,SFC001,2021,MG,IGAM,Rio Guavanipã,1
-44.71667,-17.0833299994695,8,2,2,2,0,-17.08333,-44.71667,1165,2471,SF021,2021,MG,IGAM,Rio Jequitaí,1
-46.09314,-17.0595299994702,8,2,2,2,0,-17.05953,-46.09314,1166,2472,PTE035,2021,MG,IGAM,Rio Verde (SF7),1
-39.5445,-17.0451109994706,5,5.8,3,16,5.718391,-17.045111,-39.5445,1167,2474,PIJJUN400,2021,BA,INGÁ,Jucuruçu-Braço Norte,1
-46.81506,-17.0384399994707,8,2,2,2,0,-17.03844,-46.81506,1168,2476,PTE025,2021,MG,IGAM,Ribeirão São Pedro (SF7),1
-47.16244,-17.0341399994709,8,2,2,2,0,-17.03414,-47.16244,1169,2479,PB035,2021,MG,IGAM,Rio São Marcos,1
-45.53944,-17.030559999471,7,2,2,2,0,-17.03056,-45.53944,1170,2480,SFH13,2021,MG,IGAM,Rio Paracatu,1
-46.01447,-17.029169999471,8,2,2,2,0,-17.02917,-46.01447,1171,2481,PT009,2021,MG,IGAM,Rio Paracatu,1
-46.23939,-17.0256899994711,8,2,2,2,0,-17.02569,-46.23939,1172,2482,PTE033,2021,MG,IGAM,Rio Paracatu,1
-48.58,-17.0199999994712,8,2,2,2,0,-17.02,-48.58,1173,2484,PB028,2021,MG,IGAM,Córrego São Lourenço,2
-42.25258,-16.9753899994725,8,2.0125,2,2.1,0.035355,-16.97539,-42.25258,1174,2487,JE018,2021,MG,IGAM,Rio Setúbal,1
-42.46283,-16.9451899994733,8,2,2,2,0,-16.94519,-42.46283,1175,2489,JE015,2021,MG,IGAM,Rio Araçuaí,1
-42.13331,-16.9229699994739,6,2,2,2,0,-16.92297,-42.13331,1176,2490,JE016,2021,MG,IGAM,Rio Gravatá,1
-41.46,-16.919999999474,6,2.25,2,3.4,0.564801,-16.92,-41.46,1177,2491,JE040,2021,MG,IGAM,Rio Capivari,1
-46.39061,-16.9135799994742,8,2,2,2,0,-16.91358,-46.39061,1178,2493,PTE031,2021,MG,IGAM,Ribeirão Entre Ribeiros,1
-41.31,-16.8699999994754,8,2,2,2,0,-16.87,-41.31,1179,2494,JE043,2021,MG,IGAM,Rio Araçuaí,1
-41.76,-16.8599999994757,8,2,2,2,0,-16.86,-41.76,1180,2495,JE041,2021,MG,IGAM,Rio Setúbal,1
-44.91517,-16.8597199994756,8,2,2,2,0,-16.85972,-44.91517,1181,2496,SF023,2021,MG,IGAM,Rio São Francisco (SF),1
-42.07722,-16.8505599994759,8,2,2,2,0,-16.85056,-42.07722,1182,2497,JE017,2021,MG,IGAM,Rio Araçuaí,1
-40.1895,-16.845555999476,5,4.6,3,11,3.577709,-16.845556,-40.1895,1183,2498,PIJJUN100,2021,BA,INEMA,Jucuruçu,1
-40.156389,-16.8386109994762,4,3,3,3,0,-16.838611,-40.156389,1184,2500,,2021,BA,,,1
-40.31917,-16.8386099994762,8,2,2,2,0,-16.83861,-40.31917,1185,2501,JU003,2021,MG,IGAM,Rio Jucuruçú,1
-39.84134,-16.8383099994762,5,5,3,13,4.472136,-16.83831,-39.84134,1186,2502,PIJJUN250,2021,BA,INGÁ,Jucuruçu-Braço Norte,1
-43.69083,-16.7816699994778,6,2.8,2,4.6,1.245793,-16.78167,-43.69083,1187,2507,VG001,2021,MG,IGAM,Rio Verde Grande,1
-44.96781,-16.7528899994786,8,2,2,2,0,-16.75289,-44.96781,1188,2508,SF040,2021,MG,IGAM,Rio Pacuí,1
-40.41947,-16.7316899994792,8,2,2,2,0,-16.73169,-40.41947,1189,2511,JU001,2021,MG,IGAM,Rio Jucuruçú,1
-39.449806,-16.7173889994796,5,3.4,3,5,0.894427,-16.717389,-39.449806,1190,2513,FBSCIV400,2021,BA,INGÁ,Caraíva,1
-45.41681,-16.6908899994803,8,2,2,2,0,-16.69089,-45.41681,1191,2514,PTE037,2021,MG,IGAM,Ribeirão Santa Fé,1
-45.23556,-16.6883299994804,8,2,2,2,0,-16.68833,-45.23556,1192,2515,PT013,2021,MG,IGAM,Rio Paracatu,1
-43.15,-16.6699999994809,8,2.0625,2,2.5,0.176777,-16.67,-43.15,1193,2517,JE002,2021,MG,IGAM,Rio Congonhas,1
-41.14,-16.6599999994812,8,2,2,2,0,-16.66,-41.14,1194,2518,JE039,2021,MG,IGAM,Rio Araçuaí,1
-42.39833,-16.6572199994812,8,2,2,2,0,-16.65722,-42.39833,1195,2519,JE007,2021,MG,IGAM,Rio Jequitinhonha,1
-39.142222,-16.6419439994817,5,3,3,3,0,-16.641944,-39.142222,1196,2522,FBSFRD800,2021,BA,INEMA,dos Frades,1
-42.18472,-16.6208299994822,8,2,2,2,0,-16.62083,-42.18472,1197,2526,JE011,2021,MG,IGAM,Rio Jequitinhonha,1
-42.94,-16.6199999994823,8,2.075,2,2.6,0.212132,-16.62,-42.94,1198,2527,JE033,2021,MG,IGAM,Ribeirão Extrema,1
-39.541333,-16.6168329994823,5,3.4,3,5,0.894427,-16.616833,-39.541333,1199,2530,FBSFRD300,2021,BA,INGÁ,Rio dos Frades,1
-43.74286,-16.6046899994827,7,9.7,4.5,21,5.885576,-16.60469,-43.74286,1200,2533,VG003,2021,MG,IGAM,Ribeirão dos Vieiras ou Rio dos Vieiras,1
-41.75694,-16.5966699994829,8,2,2,2,0,-16.59667,-41.75694,1201,2535,JE019,2021,MG,IGAM,Rio Jequitinhonha,1
-42.9,-16.589999999483,8,2,2,2,0,-16.59,-42.9,1202,2539,JE032,2021,MG,IGAM,Rio Itacambiruçu,1
-40.13881,-16.5850299994832,8,2,2,2,0,-16.58503,-40.13881,1203,2540,BU001,2021,MG,IGAM,Rio Buranhém,1
-41.5,-16.5799999994833,8,2.125,2,3,0.353553,-16.58,-41.5,1204,2541,JE044,2021,MG,IGAM,Ribeirão São João,1
-40.15406,-16.5739999994835,4,3,3,3,0,-16.574,-40.15406,1205,2542,FBSPEX050,2021,BA,INEMA,do Peixe / Buranhem,1
-45.98567,-16.5712499994836,8,2,2,2,0,-16.57125,-45.98567,1206,2544,UR009,2021,MG,IGAM,Ribeirão das Almas,1
-41.02,-16.5699999994836,8,2.0125,2,2.1,0.035355,-16.57,-41.02,1207,2545,JE046,2021,MG,IGAM,Rio São Miguel,1
-42.76,-16.5699999994836,8,2,2,2,0,-16.57,-42.76,1208,2546,JE038,2021,MG,IGAM,Rio Jequitinhonha,1
-39.429846,-16.556080999484,5,3.6,3,6,1.341641,-16.556081,-39.429846,1209,2549,FBSBRA900,2021,BA,INEMA,Braço Norte,1
-40.15,-16.5499999994842,8,5.85,2,25.2,7.975319,-16.55,-40.15,1210,2550,BU002,2021,MG,IGAM,Rio Buranhém,1
-42.44,-16.5399999994845,7,2.142857,2,3,0.377964,-16.54,-42.44,1211,2551,JE030,2021,MG,IGAM,Rio Vacaria,1
-46.71944,-16.5333299994846,8,2,2,2,0,-16.53333,-46.71944,1212,2556,PT007,2021,MG,IGAM,Rio Preto (SF7),1
-43.68072,-16.520419999485,6,3.666667,2,12,4.082483,-16.52042,-43.68072,1213,2558,SFJ15,2021,MG,IGAM,Rio Caititu,1
-42.77,-16.519999999485,8,2.575,2,6.6,1.626346,-16.52,-42.77,1214,2560,JE031,2021,MG,IGAM,Rio Ventania,1
-45.97539,-16.4678299994864,8,2,2,2,0,-16.46783,-45.97539,1215,2577,UR016,2021,MG,IGAM,Ribeirão Santo André,1
-44,-16.4499999994869,8,2,2,2,0,-16.45,-44,1216,2581,SF039,2021,MG,IGAM,Rio Riachão,1
-40.99922,-16.4443899994871,8,2,2,2,0,-16.44439,-40.99922,1217,2582,JE020,2021,MG,IGAM,Rio São Miguel (JQ3),1
-41.01778,-16.4278899994875,8,2,2,2,0,-16.42789,-41.01778,1218,2585,JE021,2021,MG,IGAM,Rio Jequitinhonha,1
-39.353611,-16.4241669994877,4,3.75,3,6,1.5,-16.424167,-39.353611,1219,2586,,2021,BA,,,1
-41.01,-16.4199999994878,8,2,2,2,0,-16.42,-41.01,1220,2590,JE037,2021,MG,IGAM,Rio Araçuaí,1
-39.587306,-16.4133889994879,5,4.2,3,7,1.788854,-16.413389,-39.587306,1221,2591,FBSBRH300,2021,BA,INGÁ,Buranhém,1
-42.41486,-16.4099999994881,8,2,2,2,0,-16.41,-42.41486,1222,2592,JE009,2021,MG,IGAM,Rio Salinas,1
-39.286,-16.3927999994885,5,3.2,3,4,0.447214,-16.3928,-39.286,1223,2594,FBSBRH500,2021,BA,INGÁ,Buranhém,1
-39.68166,-16.3908299994886,5,3.4,3,5,0.894427,-16.39083,-39.68166,1224,2595,FBSBRH250,2021,BA,INEMA,Cabeceira de Pedras,1
-44.41,-16.3899999994886,8,2,2,2,0,-16.39,-44.41,1225,2597,SFC035,2021,MG,IGAM,Rio Riachão,1
-45.06542,-16.3707199994891,8,2,2,2,0,-16.37072,-45.06542,1226,2601,SF025,2021,MG,IGAM,Rio São Francisco (SF),1
-43.78314,-16.34057999949,8,4.3,2,7.8,2.078461,-16.34058,-43.78314,1227,2605,SFJ16,2021,MG,IGAM,Rio Verde Grande,1
-46.92392,-16.3351899994901,8,2,2,2,0,-16.33519,-46.92392,1228,2607,PTE027,2021,MG,IGAM,Rio Preto (SF7),1
-45.23778,-16.268329999492,7,2,2,2,0,-16.26833,-45.23778,1229,2616,SFH17,2021,MG,IGAM,Rio Urucuia,1
-39.584694,-16.266888999492,5,3.4,3,5,0.894427,-16.266889,-39.584694,1230,2617,FBSJTB200,2021,BA,INGÁ,João de Tiba,1
-44.84,-16.2599999994922,7,2.042857,2,2.3,0.113389,-16.26,-44.84,1231,2619,SF037,2021,MG,IGAM,Riacho do Angico,1
-39.12875,-16.2599439994922,5,3.6,3,6,1.341641,-16.259944,-39.12875,1232,2620,FBSJTB400,2021,BA,INGÁ,João de Tiba,1
-45.54,-16.2299999994931,6,2,2,2,0,-16.23,-45.54,1233,2622,UR003,2021,MG,IGAM,Rio Urucuia,1
-43.785,-16.2111099994936,8,4.6375,2,21,6.652161,-16.21111,-43.785,1234,2625,VG004,2021,MG,IGAM,Rio Verde Grande,1
-40.69472,-16.1880599994942,8,2,2,2,0,-16.18806,-40.69472,1235,2633,JE023,2021,MG,IGAM,Rio Jequitinhonha,1
-42.28625,-16.1695799994947,8,2.4625,2,5.5,1.229329,-16.16958,-42.28625,1236,2635,JE010,2021,MG,IGAM,Rio Salinas,1
-40.667,-16.1636099994949,8,2,2,2,0,-16.16361,-40.667,1237,2636,JE022,2021,MG,IGAM,Rio São Francisco (JQ3),1
-45.12106,-16.1417799994955,8,2,2,2,0,-16.14178,-45.12106,1238,2640,UR017,2021,MG,IGAM,Rio Urucuia,1
-40.43294,-16.1400299994956,7,2,2,2,0,-16.14003,-40.43294,1239,2641,JE024,2021,MG,IGAM,Rio Rubim do Sul,1
-40.21,-16.1399999994955,8,2,2,2,0,-16.14,-40.21,1240,2642,JE049,2021,MG,IGAM,Rio Jequitinhonha,1
-45.9025,-16.1324999994958,8,2,2,2,0,-16.1325,-45.9025,1241,2644,UR007,2021,MG,IGAM,Rio Urucuia,1
-39.278833,-16.1322219994958,5,3.8,3,7,1.788854,-16.132222,-39.278833,1242,2645,FBSSTA100,2021,BA,INGÁ,Santo Antônio,1
-43.85342,-16.1111699994964,8,2,2,2,0,-16.11117,-43.85342,1243,2646,SFJ17,2021,MG,IGAM,Ribeirão do Ouro,1
-46.64,-16.1099999994964,8,2,2,2,0,-16.11,-46.64,1244,2648,PB004,2021,MG,IGAM,Rio Verde (PN1),1
-39.60556,-16.0909999994969,4,24.5,3,45,17.175564,-16.091,-39.60556,1245,2652,JQHLIM600,2021,BA,INEMA,Limoeiro,1
-45.858,-16.0902799994969,8,2.025,2,2.2,0.070711,-16.09028,-45.858,1246,2653,UR015,2021,MG,IGAM,Ribeirão da Areia,1
-46.12142,-16.0574999994978,8,2,2,2,0,-16.0575,-46.12142,1247,2659,UR014,2021,MG,IGAM,Rio São Miguel (SF8),1
-47.840556,-16.053332999498,8,1.575,0.9,2.9,0.71863,-16.053333,-47.840556,1248,2660,60478477,2021,DF,ADASA,RIBEIRÃO MARIA PEREIRA,1
-48.245409,-16.053197999498,8,1.325,0.4,3,0.832809,-16.053198,-48.245409,1249,2661,60436400,2021,DF,ADASA,Informação não disponível,1
-48.020833,-16.052221999498,8,1.6,0.6,2.5,0.604743,-16.052222,-48.020833,1250,2662,60443975,2021,DF,ADASA,RIBEIRÃO SANTA MARIA,1
-47.74427,-16.050970999498,8,1.4875,0.6,2.1,0.505505,-16.050971,-47.74427,1251,2663,60492000,2021,DF,ADASA,Informação não disponível,1
-40.44,-16.0499999994981,8,2,2,2,0,-16.05,-40.44,1252,2664,JE048,2021,MG,IGAM,Rio Rubim do Norte,1
-47.937778,-16.049721999498,8,1.575,0.5,2.9,0.712641,-16.049722,-47.937778,1253,2666,60478481,2021,DF,ADASA,CÓRREGO SAIA VELHA,1
-47.679882,-16.0469879994981,8,1.7,1.3,2.1,0.287849,-16.046988,-47.679882,1254,2667,60492200,2021,DF,ADASA,Informação não disponível,1
-48.082622,-16.0459699994982,8,1.8875,0.8,2.4,0.479397,-16.04597,-48.082622,1255,2668,60444035,2021,DF,ADASA,Informação não disponível,1
-39.395278,-16.0436109994982,4,3.5,3,4,0.57735,-16.043611,-39.395278,1256,2669,JQHJQH525,2021,BA,INEMA,Jequitinhonha,1
-47.596313,-16.0415759994983,8,1.625,1.3,2,0.31053,-16.041576,-47.596313,1257,2670,60019000,2021,DF,ADASA,Rio Samambaia,1
-47.415,-16.0357999994984,8,1.0625,0.4,1.6,0.388909,-16.0358,-47.415,1258,2673,42454000,2021,DF,ADASA,São Bernardo,1
-47.685382,-16.0356949994984,8,1.4,0.9,1.9,0.38545,-16.035695,-47.685382,1259,2674,60491000,2021,DF,ADASA,Informação não disponível,1
-48.138174,-16.0356919994984,8,1.8,1,2.2,0.440779,-16.035692,-48.138174,1260,2675,60443830,2021,DF,ADASA,Informação não disponível,1
-39.921417,-16.0090829994992,5,3,3,3,0,-16.009083,-39.921417,1261,2679,JQHJQH200,2021,BA,INGÁ,Rio Jequitinhonha,1
-48.272075,-16.0081939994992,8,2.025,0.7,3,0.881152,-16.008194,-48.272075,1262,2680,60436300,2021,DF,ADASA,Informação não disponível,1
-39.96433,-16.0056699994993,7,2.185714,2,3.3,0.491354,-16.00567,-39.96433,1263,2681,JE025,2021,MG,IGAM,Rio Jequitinhonha,1
-40.89,-15.9799999995,5,2.08,2,2.4,0.178885,-15.98,-40.89,1264,2691,JE047,2021,MG,IGAM,Rio São Francisco,1
-47.398611,-15.9738889995002,8,1.7625,1.3,2.7,0.555331,-15.973889,-47.398611,1265,2692,42450900,2021,DF,ADASA,RIBEIRÃO JARDIM DF-100,1
-44.86783,-15.9488599995009,8,2,2,2,0,-15.94886,-44.86783,1266,2701,SF027,2021,MG,IGAM,Rio São Francisco (SF),1
-47.445931,-15.9476409995009,8,1.3125,0.7,2.6,0.593867,-15.947641,-47.445931,1267,2702,42450770,2021,DF,ADASA,Informação não disponível,1
-39.559,-15.9469999995009,5,3.4,3,5,0.894427,-15.947,-39.559,1268,2703,JQHJQH500,2021,BA,INGÁ,Rio Jequitinhonha,1
-48.247905,-15.943749999501,8,1.4875,0.6,2.9,0.69166,-15.94375,-48.247905,1269,2704,60436195,2021,DF,ADASA,Informação não disponível,1
-47.363701,-15.9429219995011,8,1.7875,1,2.5,0.554044,-15.942922,-47.363701,1270,2705,42450600,2021,DF,ADASA,Informação não disponível,1
-47.944283,-15.9406919995011,8,1.525,1.2,2.2,0.341216,-15.940692,-47.944283,1271,2708,60478485,2021,DF,ADASA,Informação não disponível,1
-43.64075,-15.9404699995011,8,2,2,2,0,-15.94047,-43.64075,1272,2710,SFJ18,2021,MG,IGAM,Rio Verde Grande,1
-45.13,-15.9399999995011,8,2,2,2,0,-15.94,-45.13,1273,2712,SF035,2021,MG,IGAM,Rio Acari,1
-46.11917,-15.9313899995014,8,2,2,2,0,-15.93139,-46.11917,1274,2716,UR013,2021,MG,IGAM,Rio Urucuia,1
-48.258888,-15.9312159995014,8,1.875,1.3,2.7,0.452769,-15.931216,-48.258888,1275,2718,60436186,2021,DF,ADASA,MÉDIO RIO DESCOBERTO,1
-48.259015,-15.9268079995015,8,2.2,1.5,3.2,0.498569,-15.926808,-48.259015,1276,2723,60436185,2021,DF,ADASA,Informação não disponível,1
-47.48538,-15.9037489995022,8,1.2625,0.9,1.7,0.302076,-15.903749,-47.48538,1277,2734,42450760,2021,DF,ADASA,Informação não disponível,1
-47.722887,-15.8926379995024,8,1.3125,0.8,1.9,0.368152,-15.892638,-47.722887,1278,2744,60480550,2021,DF,ADASA,Informação não disponível,1
-47.722889,-15.8754149995029,8,1.5875,1,2.1,0.408613,-15.875415,-47.722889,1279,2757,60480310,2021,DF,ADASA,Informação não disponível,1
-41.71,-15.8699999995031,8,2,2,2,0,-15.87,-41.71,1280,2760,JE006,2021,MG,IGAM,Rio Salinas,1
-47.9569,-15.8643999995032,8,1.575,0.6,2.5,0.615862,-15.8644,-47.9569,1281,2765,60478200,2021,DF,ADASA,RIACHO FUNDO,1
-47.475649,-15.8598589995033,8,1.475,0.5,2.3,0.684001,-15.859859,-47.475649,1282,2767,42450740,2021,DF,ADASA,Informação não disponível,1
-47.0908,-15.8583859995034,8,1.6625,1.2,2.8,0.550162,-15.858386,-47.0908,1283,2768,60478520,2021,DF,ADASA,RIBEIRÃO DO GAMA,1
-48.094847,-15.8529129995036,8,1.625,0.8,2.7,0.714643,-15.852913,-48.094847,1284,2776,60436145,2021,DF,ADASA,Informação não disponível,1
-47.385368,-15.8459669995037,8,1.525,1,2,0.332738,-15.845967,-47.385368,1285,2782,42450510,2021,DF,ADASA,Informação não disponível,1
-47.859722,-15.8399999995039,8,1.5125,0.5,2.6,0.73957,-15.84,-47.859722,1286,2784,60478530,2021,DF,ADASA,BAÍA DO RIBEIRÃO GAMA,2
-47.898333,-15.839443999504,8,1.1625,0.3,2.1,0.599851,-15.839444,-47.898333,1287,2786,60478650,2021,DF,ADASA,LAGO PARANOÁ,2
-47.368982,-15.837356999504,8,1.5375,1.2,2,0.311391,-15.837357,-47.368982,1288,2789,42450360,2021,DF,ADASA,Rio Preto,1
-43.26,-15.8299999995042,8,2,2,2,0,-15.83,-43.26,1289,2792,SFC145,2021,MG,IGAM,Rio Gorutuba,1
-47.523989,-15.8281909995043,7,1.385714,1.1,1.8,0.279455,-15.828191,-47.523989,1290,2794,42450730,2021,DF,ADASA,Informação não disponível,1
-47.560375,-15.8279179995043,7,0.957143,0.4,1.6,0.446681,-15.827918,-47.560375,1291,2795,42450720,2021,DF,ADASA,Informação não disponível,1
-47.829444,-15.8236109995044,8,1.5125,0.4,2.1,0.651235,-15.823611,-47.829444,1292,2797,60478750,2021,DF,ADASA,LAGO PARANOÁ,2
-47.877777,-15.8230549995044,8,1.3,0.5,2.9,0.833238,-15.823055,-47.877777,1293,2798,60478700,2021,DF,ADASA,LAGO PARANOÁ,2
-47.394262,-15.8198609995045,7,1.328571,1.1,1.5,0.170434,-15.819861,-47.394262,1294,2800,42450380,2021,DF,ADASA,Informação não disponível,1
-47.704832,-15.8187499995045,7,1.514286,0.7,2.3,0.58146,-15.81875,-47.704832,1295,2801,60476170,2021,DF,ADASA,Informação não disponível,1
-44.02411,-15.8164699995046,8,2.2125,2,3.7,0.601041,-15.81647,-44.02411,1296,2803,SFJ21,2021,MG,IGAM,Rio Arapoim,1
-47.700662,-15.8095799995048,8,1.525,0.9,2.5,0.56252,-15.80958,-47.700662,1297,2807,60476155,2021,DF,ADASA,Informação não disponível,1
-48.006666,-15.8077769995048,8,1.725,0.5,2.2,0.554849,-15.807777,-48.006666,1298,2809,60477700,2021,DF,ADASA,CÓRREGO VICENTE PIRES,1
-47.560937,-15.8051399995049,7,1.357143,0.7,1.8,0.403556,-15.80514,-47.560937,1299,2811,42450710,2021,DF,ADASA,Rio Jardim,1
-47.784172,-15.7972969995051,8,1.2875,0.3,2.7,0.697828,-15.797297,-47.784172,1300,2814,60479230,2021,DF,ADASA,BARRAGEM LAGO PARANOÁ,2
-47.813333,-15.7955549995052,8,1.4875,0.4,2.4,0.689591,-15.795555,-47.813333,1301,2816,60478800,2021,DF,ADASA,LAGO PARANOÁ,2
-48.003581,-15.7858089995054,8,1.6875,0.3,2.3,0.697828,-15.785809,-48.003581,1302,2821,60468000,2021,DF,ADASA,CÓRREGO DO VALO,1
-47.449541,-15.7812489995056,8,1.75,1.1,2.9,0.590399,-15.781249,-47.449541,1303,2823,42450390,2021,DF,ADASA,Informação não disponível,1
-43.61369,-15.7804399995056,7,2,2,2,0,-15.78044,-43.61369,1304,2825,SFJ20,2021,MG,IGAM,Rio Verde Grande,1
-40.55,-15.7799999995056,8,14.4625,2,33.9,13.524046,-15.78,-40.55,1305,2826,JE029,2021,MG,IGAM,Ribeirão São Pedro (JQ3),1
-47.856111,-15.7786109995057,8,1.35,0.5,2.1,0.58554,-15.778611,-47.856111,1306,2827,60477670,2021,DF,ADASA,LAGO PARANOÁ,2
-48.23155,-15.7783249995057,8,1.375,0.9,2,0.395511,-15.778325,-48.23155,1307,2828,60435500,2021,DF,ADASA,DESCOBERTO BARRAGEM,2
